#CHROM	FROM	TO	ENSGID	GENE
chr14	70044217	70189070	ENSG00000100678	SLC8A3
chr14	70325081	70359731	ENSG00000133983	COX16
chr14	70326064	70417074	ENSG00000258644	SYNJ2BP-COX16
chr14	70366496	70417061	ENSG00000213463	SYNJ2BP
chr14	72619296	72894116	ENSG00000205683	DPF3
chr14	72969451	73027212	ENSG00000165861	ZFYVE1
chr14	73136418	73223691	ENSG00000080815	PSEN1
chr14	73537114	73543794	ENSG00000184227	ACOT1
chr14	73567620	73575658	ENSG00000119673	ACOT2
chr14	73591706	73596496	ENSG00000177465	ACOT4
chr14	73851844	73886827	ENSG00000140043	PTGR2
chr14	73949926	73963670	ENSG00000119723	COQ6
chr14	74003369	74003777	ENSG00000279461	AC005480.1
chr14	74056850	74084493	ENSG00000119711	ALDH6A1
chr14	74285423	74303056	ENSG00000119688	ABCD4
chr14	74476192	74494177	ENSG00000119655	NPC2
chr14	74493720	74497106	ENSG00000165898	ISCA2
chr14	74881891	74903745	ENSG00000119689	DLST
chr14	74903954	74923396	ENSG00000198208	RPS6KL1
chr14	75002911	75012366	ENSG00000119718	EIF2B2
chr14	75131470	75176631	ENSG00000170348	TMED10
chr14	75902136	76084585	ENSG00000119650	IFT43
chr14	77265483	77271312	ENSG00000165553	NGB
chr14	77320884	77331597	ENSG00000100577	GSTZ1
chr14	77457870	77469474	ENSG00000100591	AHSA1
chr14	77505997	77616773	ENSG00000100596	SPTLC2
chr14	77672404	77708020	ENSG00000100601	ALKBH1
chr14	77708071	77761104	ENSG00000119705	SLIRP
chr14	77800083	77935012	ENSG00000063761	ADCK1
chr14	85530144	85654426	ENSG00000185070	FLRT2
chr14	87837820	87993665	ENSG00000054983	GALC
chr14	88384924	88470350	ENSG00000042317	SPATA7
chr14	88824153	88881078	ENSG00000165533	TTC8
chr14	89954939	90044768	ENSG00000042088	TDP1
chr14	90256495	90275429	ENSG00000100764	PSMC1
chr14	91060333	91225632	ENSG00000133943	C14orf159
chr14	91965991	92040896	ENSG00000100815	TRIP11
chr14	92038652	92106621	ENSG00000066427	ATXN3
chr14	92116122	92121917	ENSG00000183648	NDUFB1
chr14	92923080	92935293	ENSG00000100604	CHGA
chr14	93182196	93184928	ENSG00000165943	MOAP1
chr14	93347191	93348356	ENSG00000187581	COX8C
chr14	93718298	93788481	ENSG00000175785	PRIMA1
chr14	93934153	93976791	ENSG00000100628	ASB2
chr14	94304248	94323394	ENSG00000170099	SERPINA6
chr14	95533503	95544724	ENSG00000182512	GLRX5
chr14	96255824	96268967	ENSG00000100739	BDKRB1
chr14	96279202	96363870	ENSG00000066739	ATG2B
chr14	100291111	100306547	ENSG00000197119	SLC25A29
chr14	100323337	100330378	ENSG00000140107	SLC25A47
chr14	101964528	102050792	ENSG00000197102	DYNC1H1
chr14	102080738	102139699	ENSG00000080824	HSP90AA1
chr14	102777476	102911500	ENSG00000131323	TRAF3
chr14	102922656	102933596	ENSG00000166126	AMN
chr14	103519659	103523111	ENSG00000166165	CKB
chr14	103556544	103562831	ENSG00000166170	BAG5
chr14	103561896	103714249	ENSG00000126214	KLC1
chr14	103562962	103607523	ENSG00000256053	APOPT1
chr14	103697609	103715504	ENSG00000126215	XRCC3
chr14	103912288	103928269	ENSG00000156411	C14orf2
chr14	104689606	104722535	ENSG00000203485	INF2
chr14	104753100	104768494	ENSG00000184990	SIVA1
chr14	104769349	104795751	ENSG00000142208	AKT1
chr14	105300563	105398147	ENSG00000179364	PACS2
chr14	105419820	105470729	ENSG00000182979	MTA1
chr15	22867052	22981063	ENSG00000273749	CYFIP1
chr15	23685400	23687330	ENSG00000182636	NDN
chr15	24823637	24978723	ENSG00000128739	SNRPN
chr15	26543546	26939539	ENSG00000166206	GABRB3
chr15	26866363	26949207	ENSG00000186297	GABRA5
chr15	26971282	27541991	ENSG00000182256	GABRG3
chr15	28111040	28322152	ENSG00000128731	HERC2
chr15	30357766	30393849	ENSG00000166664	CHRFAM7A
chr15	32030488	32172521	ENSG00000175344	CHRNA7
chr15	33968720	34067457	ENSG00000184984	CHRM5
chr15	34224999	34230156	ENSG00000128463	EMC4
chr15	34341713	34343177	ENSG00000182117	NOP10
chr15	35217345	35546193	ENSG00000134146	DPH6
chr15	40035739	40039188	ENSG00000140319	SRP14
chr15	40087890	40108892	ENSG00000104081	BMF
chr15	40405795	40435947	ENSG00000128928	IVD
chr15	40569300	40574943	ENSG00000166133	RPUSD2
chr15	40694774	40732339	ENSG00000051180	RAD51
chr15	40735884	40755851	ENSG00000137824	RMDN3
chr15	40770080	40772449	ENSG00000188277	C15orf62
chr15	41387349	41402519	ENSG00000137806	NDUFAF1
chr15	41828095	41848155	ENSG00000168970	JMJD7-PLA2G4B
chr15	41837775	41848147	ENSG00000243708	PLA2G4B
chr15	42359500	42412318	ENSG00000092529	CAPN3
chr15	42491233	42545356	ENSG00000092531	SNAP23
chr15	42548810	42569994	ENSG00000137814	HAUS2
chr15	42738734	42920809	ENSG00000128881	TTBK2
chr15	43510958	43531620	ENSG00000166963	MAP1A
chr15	43593054	43604901	ENSG00000237289	CKMT1B
chr15	43692886	43699222	ENSG00000223572	CKMT1A
chr15	44562696	44663678	ENSG00000104133	SPG11
chr15	44728988	44767829	ENSG00000185880	TRIM69
chr15	45023104	45077185	ENSG00000140263	SORD
chr15	45361124	45402327	ENSG00000171766	GATM
chr15	45430529	45448761	ENSG00000166920	C15orf48
chr15	45631148	45691294	ENSG00000137767	SQRDL
chr15	48191664	48304078	ENSG00000074803	SLC12A1
chr15	48331011	48343373	ENSG00000128951	DUT
chr15	48712928	48811146	ENSG00000103995	CEP152
chr15	50182196	50236395	ENSG00000140284	SLC27A2
chr15	50275392	50355408	ENSG00000104064	GABPB1
chr15	52109263	52112775	ENSG00000137875	BCL2L10
chr15	52115105	52191369	ENSG00000069966	GNB5
chr15	52307283	52529050	ENSG00000197535	MYO5A
chr15	55180806	55197067	ENSG00000137876	RSL24D1
chr15	58138169	58185911	ENSG00000103569	AQP9
chr15	58588807	58749978	ENSG00000137845	ADAM10
chr15	59206823	59208515	ENSG00000171989	LDHAL6B
chr15	59372693	59523549	ENSG00000157470	FAM81A
chr15	59659146	59689534	ENSG00000140299	BNIP2
chr15	62390526	62844631	ENSG00000171914	TLN2
chr15	63121800	63142061	ENSG00000103642	LACTB
chr15	63125872	63158021	ENSG00000185088	RPS27L
chr15	63189469	63267782	ENSG00000166128	RAB8B
chr15	64094123	64146090	ENSG00000028528	SNX1
chr15	64815632	64825668	ENSG00000140451	PIF1
chr15	65001512	65029639	ENSG00000103707	MTFMT
chr15	65148219	65185342	ENSG00000166855	CLPX
chr15	65611366	65660995	ENSG00000074621	SLC24A1
chr15	65726054	65891991	ENSG00000103769	RAB11A
chr15	66336206	66386746	ENSG00000075131	TIPIN
chr15	66386817	66492312	ENSG00000169032	MAP2K1
chr15	66498015	66524532	ENSG00000174444	RPL4
chr15	67521068	67530143	ENSG00000189227	C15orf61
chr15	68206992	68257211	ENSG00000128973	CLN6
chr15	70654554	70763593	ENSG00000137831	UACA
chr15	72199029	72231822	ENSG00000067225	PKM
chr15	72340919	72376476	ENSG00000213614	HEXA
chr15	72686179	72738476	ENSG00000140463	BBS4
chr15	73873608	73889214	ENSG00000167139	TBC1D21
chr15	73978923	73994622	ENSG00000067221	STOML1
chr15	74337759	74367740	ENSG00000140459	CYP11A1
chr15	74719542	74725610	ENSG00000140465	CYP1A1
chr15	74748844	74756202	ENSG00000140505	CYP1A2
chr15	74826547	74831802	ENSG00000213578	CPLX3
chr15	74843730	74873365	ENSG00000140497	SCAMP2
chr15	74919791	74938168	ENSG00000178741	COX5A
chr15	76215355	76311472	ENSG00000140374	ETFA
chr15	78104606	78131544	ENSG00000136425	CIB2
chr15	78131498	78171949	ENSG00000166411	IDH3A
chr15	78437431	78501456	ENSG00000136381	IREB2
chr15	78540405	78552419	ENSG00000041357	PSMA4
chr15	78565520	78595269	ENSG00000169684	CHRNA5
chr15	78593052	78621295	ENSG00000080644	CHRNA3
chr15	78624119	78727754	ENSG00000117971	CHRNB4
chr15	78759203	78811431	ENSG00000136378	ADAMTS7
chr15	79833585	79897379	ENSG00000136371	MTHFS
chr15	79898840	79923702	ENSG00000180953	ST20
chr15	79960889	79971446	ENSG00000140379	BCL2A1
chr15	80779343	80951776	ENSG00000103888	CEMIP
chr15	81309053	81324183	ENSG00000172345	STARD5
chr15	82536753	82540564	ENSG00000182774	RPS17
chr15	82540032	82555932	ENSG00000260836	RP11-152F13.10
chr15	82543201	82648861	ENSG00000214575	CPEB1
chr15	88459476	88467419	ENSG00000259494	MRPL46
chr15	88467453	88480773	ENSG00000181991	MRPS11
chr15	89316305	89334861	ENSG00000140521	POLG
chr15	89677764	89690783	ENSG00000166821	PEX11A
chr15	90083045	90102504	ENSG00000182054	IDH2
chr15	90160604	90229679	ENSG00000185033	SEMA4B
chr15	92900189	93028005	ENSG00000173575	CHD2
chr15	98648971	98964530	ENSG00000140443	IGF1R
chr15	99565417	99716466	ENSG00000068305	MEF2A
chr15	100877714	100916626	ENSG00000184254	ALDH1A3
chr15	100919215	101078254	ENSG00000154237	LRRK1
chr15	101653598	101724604	ENSG00000185418	TARSL2
chr16	77007	85853	ENSG00000103152	MPG
chr16	367384	370527	ENSG00000086504	MRPL28
chr16	396725	410367	ENSG00000103202	NME4
chr16	401826	412487	ENSG00000242612	DECR2
chr16	425619	523011	ENSG00000090565	RAB11FIP3
chr16	636817	648474	ENSG00000172366	FAM195A
chr16	668086	674174	ENSG00000140983	RHOT2
chr16	784974	788397	ENSG00000007376	RPUSD1
chr16	1351923	1364113	ENSG00000090581	GNPTG
chr16	1510427	1612110	ENSG00000187535	IFT140
chr16	1770286	1771730	ENSG00000103024	NME3
chr16	1771890	1773155	ENSG00000074071	MRPS34
chr16	1795620	1827194	ENSG00000063854	HAGH
chr16	1826941	1840207	ENSG00000180185	FAHD1
chr16	1943974	1957606	ENSG00000140986	RPL3L
chr16	1959508	1961975	ENSG00000140990	NDUFB10
chr16	1962052	1964860	ENSG00000140988	RPS2
chr16	1984207	1987749	ENSG00000127554	GFER
chr16	1989660	1994275	ENSG00000127561	SYNGR3
chr16	2039815	2047866	ENSG00000065057	NTHL1
chr16	2088710	2135898	ENSG00000008710	PKD1
chr16	2155698	2178129	ENSG00000131653	TRAF7
chr16	2239395	2252300	ENSG00000167969	ECI1
chr16	2537964	2603188	ENSG00000140992	PDPK1
chr16	2771414	2777297	ENSG00000103363	TCEB2
chr16	3112560	3120517	ENSG00000122386	ZNF205
chr16	3500924	3539048	ENSG00000103351	CLUAP1
chr16	3651639	3717597	ENSG00000126602	TRAP1
chr16	4331549	4355607	ENSG00000217930	PAM16
chr16	4371848	4383528	ENSG00000168140	VASN
chr16	4425805	4456775	ENSG00000103423	DNAJA3
chr16	4882507	4960741	ENSG00000118898	PPL
chr16	8674565	8784575	ENSG00000183044	ABAT
chr16	8780384	8797648	ENSG00000184857	TMEM186
chr16	8788823	8849331	ENSG00000140650	PMM2
chr16	9753404	10182754	ENSG00000183454	GRIN2A
chr16	10627501	10694945	ENSG00000153060	TEKT5
chr16	11547722	11636381	ENSG00000189067	LITAF
chr16	11668414	11679159	ENSG00000184602	SNN
chr16	12901620	13240413	ENSG00000237515	SHISA9
chr16	14974591	15139339	ENSG00000179889	PDXDC1
chr16	15395754	15413268	ENSG00000156968	MPV17L
chr16	15395754	15515348	ENSG00000261130	RP11-1021N1.1
chr16	15643267	15726353	ENSG00000072864	NDE1
chr16	15703135	15857033	ENSG00000133392	MYH11
chr16	18781295	18790383	ENSG00000134419	RPS15A
chr16	18788063	18801519	ENSG00000260342	RP11-1035H13.3
chr16	18791667	18801678	ENSG00000170540	ARL6IP1
chr16	19067599	19080095	ENSG00000167186	COQ7
chr16	19523811	19553408	ENSG00000103540	CCP110
chr16	19856691	19886167	ENSG00000167191	GPRC5B
chr16	20333052	20356301	ENSG00000169344	UMOD
chr16	20409534	20441336	ENSG00000183549	ACSM5
chr16	20451461	20487667	ENSG00000183747	ACSM2A
chr16	20536226	20576427	ENSG00000066813	ACSM2B
chr16	20610243	20797581	ENSG00000005187	ACSM3
chr16	20623237	20698890	ENSG00000166743	ACSM1
chr16	20899868	20925006	ENSG00000102897	LYRM1
chr16	21238874	21303083	ENSG00000103316	CRYM
chr16	21834569	21880827	ENSG00000185864	NPIPB4
chr16	21952660	21983660	ENSG00000140740	UQCRC2
chr16	23388493	23453180	ENSG00000168434	COG7
chr16	23522014	23557731	ENSG00000103356	EARS2
chr16	23581002	23596356	ENSG00000004779	NDUFAB1
chr16	23677656	23690367	ENSG00000166851	PLK1
chr16	24919385	25015666	ENSG00000140750	ARHGAP17
chr16	27224991	27268794	ENSG00000169189	NSMCE1
chr16	28477279	28495575	ENSG00000188603	CLN3
chr16	28842411	28846408	ENSG00000178952	TUFM
chr16	28878405	28904509	ENSG00000196296	ATP2A1
chr16	28904421	28936526	ENSG00000177548	RABEP2
chr16	28974221	28984548	ENSG00000169682	SPNS1
chr16	29811382	29815892	ENSG00000167371	PRRT2
chr16	30053090	30070457	ENSG00000149925	ALDOA
chr16	30114105	30123506	ENSG00000102882	MAPK3
chr16	30182827	30189076	ENSG00000102879	CORO1A
chr16	30748270	30761176	ENSG00000156873	PHKG2
chr16	30985207	30989152	ENSG00000099377	HSD3B7
chr16	31032889	31042975	ENSG00000103496	STX4
chr16	31106107	31112791	ENSG00000103507	BCKDK
chr16	31201485	31203450	ENSG00000103490	PYCARD
chr16	31355134	31382997	ENSG00000140678	ITGAX
chr16	31427731	31428428	ENSG00000156885	COX6A2
chr16	31700590	31711986	ENSG00000131797	CLUHP3
chr16	46884378	46931297	ENSG00000166123	GPT2
chr16	47077703	47143997	ENSG00000171208	NETO2
chr16	47461123	47701523	ENSG00000102893	PHKB
chr16	48082973	48156018	ENSG00000140798	ABCC12
chr16	48244296	48363122	ENSG00000102910	LONP2
chr16	49277917	49281831	ENSG00000102924	CBLN1
chr16	53597683	53703938	ENSG00000103494	RPGRIP1L
chr16	55389700	55506691	ENSG00000087245	MMP2
chr16	56466836	56520283	ENSG00000125124	BBS2
chr16	56589074	56591088	ENSG00000087250	MT3
chr16	56730105	56850286	ENSG00000102900	NUP93
chr16	57245098	57253635	ENSG00000102931	ARL2BP
chr16	57428169	57447528	ENSG00000005194	CIAPIN1
chr16	57447425	57461275	ENSG00000088682	COQ9
chr16	57610652	57665580	ENSG00000205336	ADGRG1
chr16	57882340	57971116	ENSG00000070729	CNGB1
chr16	58157907	58197920	ENSG00000070770	CSNK2A2
chr16	58462846	58513628	ENSG00000103034	NDRG4
chr16	58707131	58734357	ENSG00000125166	GOT2
chr16	66427297	66493529	ENSG00000166546	BEAN1
chr16	66508003	66552544	ENSG00000166548	TK2
chr16	66844379	66854153	ENSG00000168748	CA7
chr16	66878589	66895754	ENSG00000172840	PDP2
chr16	67170154	67175735	ENSG00000140939	NOL3
chr16	67277510	67289499	ENSG00000196155	PLEKHG4
chr16	67430652	67437553	ENSG00000176387	HSD11B2
chr16	67873023	67884503	ENSG00000038358	EDC4
chr16	67939750	67944131	ENSG00000213398	LCAT
chr16	67987746	68079320	ENSG00000167264	DUS2
chr16	68021274	68023442	ENSG00000182810	DDX28
chr16	68245304	68261062	ENSG00000103066	PLA2G15
chr16	69187129	69309052	ENSG00000168807	SNTB2
chr16	69328621	69330595	ENSG00000258429	PDF
chr16	69424525	69466266	ENSG00000103018	CYB5B
chr16	70113626	70162537	ENSG00000090857	PDPR
chr16	70252295	70289543	ENSG00000090861	AARS
chr16	71358713	71390438	ENSG00000172137	CALB2
chr16	71565660	71577130	ENSG00000198650	TAT
chr16	71637835	71724701	ENSG00000040199	PHLPP2
chr16	71729000	71809201	ENSG00000166747	AP1G1
chr16	71845996	71931199	ENSG00000182149	IST1
chr16	72008588	72027664	ENSG00000102967	DHODH
chr16	72054592	72061055	ENSG00000257017	HP
chr16	72063224	72077246	ENSG00000261701	HPR
chr16	72782885	73059698	ENSG00000140836	ZFHX3
chr16	74621394	74666881	ENSG00000168411	RFWD3
chr16	75111860	75116771	ENSG00000166816	LDHD
chr16	75566351	75577881	ENSG00000034713	GABARAPL2
chr16	75627474	75648643	ENSG00000065427	KARS
chr16	77722492	77742260	ENSG00000140876	NUDT7
chr16	78099413	79212667	ENSG00000186153	WWOX
chr16	80540734	80550760	ENSG00000168589	DYNLRB2
chr16	80966448	81020270	ENSG00000103121	CMC2
chr16	81081961	81096403	ENSG00000140905	GCSH
chr16	81739097	81962693	ENSG00000197943	PLCG2
chr16	83899126	83927026	ENSG00000103150	MLYCD
chr16	84122146	84145192	ENSG00000103160	HSDL1
chr16	84974181	85011535	ENSG00000153786	ZDHHC7
chr16	85771758	85799608	ENSG00000131148	EMC8
chr16	85798633	85807044	ENSG00000131143	COX4I1
chr16	87383995	87404779	ENSG00000140941	MAP1LC3B
chr16	87830023	87869488	ENSG00000103257	SLC7A5
chr16	87881546	87936529	ENSG00000174990	CA5A
chr16	88643283	88651152	ENSG00000051523	CYBA
chr16	88706463	88715386	ENSG00000174177	CTU2
chr16	88715343	88785211	ENSG00000103335	PIEZO1
chr16	88813734	88856970	ENSG00000141012	GALNS
chr16	88856220	88862686	ENSG00000167515	TRAPPC2L
chr16	89088375	89155846	ENSG00000176715	ACSF3
chr16	89490917	89557768	ENSG00000197912	SPG7
chr16	89560657	89566828	ENSG00000167526	RPL13
chr16	89972586	90002161	ENSG00000223959	AFG3L1P
chr17	757097	783390	ENSG00000167699	GLOD4
chr17	782273	792509	ENSG00000171861	RNMTL1
chr17	997117	1003671	ENSG00000177370	TIMM22
chr17	1344272	1400378	ENSG00000108953	YWHAE
chr17	1464098	1492812	ENSG00000197879	MYO1C
chr17	1646145	1650077	ENSG00000167705	RILP
chr17	1716523	1738599	ENSG00000167716	WDR81
chr17	2593210	2685615	ENSG00000007168	PAFAH1B1
chr17	2689386	2712663	ENSG00000132361	CLUH
chr17	3565444	3609411	ENSG00000196689	TRPV1
chr17	3636468	3661542	ENSG00000040531	CTNS
chr17	3672199	3696404	ENSG00000083454	P2RX5
chr17	4538897	4555631	ENSG00000132382	MYBBP1A
chr17	4710489	4721499	ENSG00000141480	ARRB2
chr17	4796144	4798503	ENSG00000142507	PSMB6
chr17	4897774	4903074	ENSG00000108556	CHRNE
chr17	4937130	4940251	ENSG00000108528	SLC25A11
chr17	4948092	4957131	ENSG00000108515	ENO3
chr17	5282265	5385812	ENSG00000029725	RABEP1
chr17	5432777	5448830	ENSG00000108561	C1QBP
chr17	6393693	6435199	ENSG00000129221	AIPL1
chr17	6755447	6775647	ENSG00000132530	XAF1
chr17	6996065	7010736	ENSG00000108839	ALOX12
chr17	7189890	7219702	ENSG00000132535	DLG4
chr17	7217125	7225273	ENSG00000072778	ACADVL
chr17	7240014	7242770	ENSG00000170296	GABARAP
chr17	7281667	7288257	ENSG00000181856	SLC2A4
chr17	7389727	7394843	ENSG00000187838	TMEM256-PLSCR3
chr17	7404874	7419860	ENSG00000169992	NLGN2
chr17	7435443	7437679	ENSG00000181284	TMEM102
chr17	7445061	7457707	ENSG00000170175	CHRNB1
chr17	7583529	7592789	ENSG00000129255	MPDU1
chr17	7661779	7687550	ENSG00000141510	TP53
chr17	8002594	8020339	ENSG00000132518	GUCY2D
chr17	8159149	8163546	ENSG00000220205	VAMP2
chr17	8247618	8270491	ENSG00000178921	PFAS
chr17	8287763	8295343	ENSG00000125434	SLC25A35
chr17	8368638	8383187	ENSG00000263809	RP11-849F2.7
chr17	8377520	8383213	ENSG00000161970	RPL26
chr17	8474205	8630761	ENSG00000133026	MYH10
chr17	10672474	10698375	ENSG00000133028	SCO1
chr17	11241263	11564063	ENSG00000188803	SHISA6
chr17	12992391	13018187	ENSG00000006744	ELAC2
chr17	14069496	14208677	ENSG00000006695	COX10
chr17	15999380	16045015	ENSG00000011295	TTC19
chr17	16380798	16382745	ENSG00000170315	UBB
chr17	17200995	17206315	ENSG00000179598	PLD6
chr17	17212212	17237188	ENSG00000154803	FLCN
chr17	17246820	17281293	ENSG00000141030	COPS3
chr17	17303335	17347663	ENSG00000205309	NT5M
chr17	17505563	17591708	ENSG00000133027	PEMT
chr17	17681473	17811453	ENSG00000108557	RAI1
chr17	17810399	17837002	ENSG00000072310	SREBF1
chr17	17843511	17972422	ENSG00000175662	TOM1L2
chr17	17977409	18039209	ENSG00000171953	ATPAF2
chr17	18087886	18107971	ENSG00000108591	DRG2
chr17	18260534	18266552	ENSG00000177427	MIEF2
chr17	18327860	18363563	ENSG00000176974	SHMT1
chr17	19215615	19336715	ENSG00000072134	EPN2
chr17	19337554	19378182	ENSG00000108641	B9D1
chr17	19648136	19677598	ENSG00000072210	ALDH3A2
chr17	19737984	19748943	ENSG00000108602	ALDH3A1
chr17	19904302	19978343	ENSG00000108599	AKAP10
chr17	21197280	21214624	ENSG00000178307	TMEM11
chr17	28328325	28335489	ENSG00000109083	IFT20
chr17	28347177	28357522	ENSG00000004142	POLDIP2
chr17	28364356	28404049	ENSG00000004139	SARM1
chr17	28394756	28407197	ENSG00000076351	SLC46A1
chr17	28473293	28497781	ENSG00000007216	SLC13A2
chr17	28573115	28577264	ENSG00000109107	ALDOC
chr17	28719393	28724359	ENSG00000198242	RPL23A
chr17	28854938	28861067	ENSG00000132591	ERAL1
chr17	28950513	29057220	ENSG00000179761	PIPOX
chr17	29589769	29614761	ENSG00000198720	ANKRD13B
chr17	30897336	30906820	ENSG00000172171	TEFM
chr17	30906344	30959322	ENSG00000184060	ADAP2
chr17	32142454	32253374	ENSG00000126858	RHOT1
chr17	32486619	32491256	ENSG00000176749	CDK5R1
chr17	33013087	34174964	ENSG00000108684	ASIC2
chr17	34255218	34257203	ENSG00000108691	CCL2
chr17	34980494	35009743	ENSG00000005156	LIG3
chr17	35574795	35578863	ENSG00000108733	PEX12
chr17	35578046	35726409	ENSG00000006125	AP2B1
chr17	36495633	36543435	ENSG00000278259	MYO19
chr17	36591798	36600806	ENSG00000278535	DHRS11
chr17	36601572	36608971	ENSG00000278619	MRM1
chr17	37084988	37406818	ENSG00000278540	ACACA
chr17	38297023	38323218	ENSG00000278845	MRPL45
chr17	38352228	38405593	ENSG00000274211	SOCS7
chr17	38530016	38605930	ENSG00000277363	SRCIN1
chr17	38730235	38735044	ENSG00000277972	CISD3
chr17	38752736	38764231	ENSG00000277791	PSMB3
chr17	38847865	38853843	ENSG00000125691	RPL23
chr17	39200283	39204727	ENSG00000108298	RPL19
chr17	39637065	39663484	ENSG00000131748	STARD3
chr17	40058290	40093867	ENSG00000126351	THRA
chr17	40553769	40565472	ENSG00000126353	CCR7
chr17	41513743	41522529	ENSG00000171346	KRT15
chr17	41717742	41734644	ENSG00000173805	HAP1
chr17	41866908	41930542	ENSG00000131473	ACLY
chr17	41966741	41977731	ENSG00000173786	CNP
chr17	42113108	42121358	ENSG00000108773	KAT2A
chr17	42124976	42155044	ENSG00000108774	RAB5C
chr17	42199168	42276707	ENSG00000173757	STAT5B
chr17	42313324	42388568	ENSG00000168610	STAT3
chr17	42402452	42423517	ENSG00000177469	PTRF
chr17	42458844	42522611	ENSG00000033627	ATP6V0A1
chr17	42536172	42544449	ENSG00000108784	NAGLU
chr17	42561467	42566277	ENSG00000068120	COASY
chr17	42609676	42615234	ENSG00000131462	TUBG1
chr17	42773436	42779599	ENSG00000131475	VPS25
chr17	42795147	42798704	ENSG00000183978	COA3
chr17	42810134	42833350	ENSG00000126581	BECN1
chr17	42900797	42913369	ENSG00000131482	G6PC
chr17	42950526	42964498	ENSG00000266967	AARSD1
chr17	42998273	43002959	ENSG00000131469	RPL27
chr17	43014605	43025123	ENSG00000108828	VAT1
chr17	43044295	43170245	ENSG00000012048	BRCA1
chr17	43170481	43211689	ENSG00000188554	NBR1
chr17	43940804	43942468	ENSG00000108849	PPY
chr17	44004546	44009063	ENSG00000161653	NAGS
chr17	44319625	44324870	ENSG00000013306	SLC25A39
chr17	44345086	44353102	ENSG00000030582	GRN
chr17	44708608	44752264	ENSG00000161692	DBF4B
chr17	45023340	45061109	ENSG00000172992	DCAKD
chr17	45051610	45109016	ENSG00000136448	NMT1
chr17	45894382	46028334	ENSG00000186868	MAPT
chr17	47522942	47623276	ENSG00000141279	NPEPPS
chr17	47823272	47831534	ENSG00000159111	MRPL10
chr17	47831627	47837713	ENSG00000141294	LRRC46
chr17	47941506	47948288	ENSG00000108439	PNPO
chr17	48621159	48626356	ENSG00000170689	HOXB9
chr17	48830988	48866522	ENSG00000136436	CALCOCO2
chr17	48892765	48895871	ENSG00000159199	ATP5G1
chr17	49223362	49230766	ENSG00000173868	PHOSPHO1
chr17	49404049	49414905	ENSG00000167085	PHB
chr17	49495293	49515017	ENSG00000064300	NGFR
chr17	49700943	49709014	ENSG00000121073	SLC35B1
chr17	50055968	50090481	ENSG00000005884	ITGA3
chr17	50094737	50112152	ENSG00000005882	PDK2
chr17	50367857	50373214	ENSG00000108826	MRPL27
chr17	50375059	50397553	ENSG00000108829	LRRC59
chr17	50426158	50474845	ENSG00000167107	ACSF2
chr17	50478800	50485975	ENSG00000136444	RSAD1
chr17	51153536	51162428	ENSG00000239672	NME1
chr17	51153590	51171744	ENSG00000011052	NME1-NME2
chr17	51165435	51171747	ENSG00000243678	NME2
chr17	54951902	54968785	ENSG00000166260	COX11
chr17	57085092	57121349	ENSG00000121057	AKAP1
chr17	57834781	57850056	ENSG00000181610	MRPS23
chr17	58083415	58095536	ENSG00000264364	DYNLL2
chr17	58205437	58219605	ENSG00000011143	MKS1
chr17	58269856	58280935	ENSG00000005381	MPO
chr17	58301228	58328760	ENSG00000005379	BZRAP1
chr17	58520250	58540818	ENSG00000108387	Sep-04
chr17	58692573	58735611	ENSG00000108384	RAD51C
chr17	58755869	58985176	ENSG00000175175	PPM1E
chr17	58982638	59106921	ENSG00000108395	TRIM37
chr17	59619689	59696956	ENSG00000141367	CLTC
chr17	59674636	59707626	ENSG00000141378	PTRH2
chr17	59893046	59950564	ENSG00000108443	RPS6KB1
chr17	63600872	63608365	ENSG00000136463	TACO1
chr17	64039142	64130819	ENSG00000178607	ERN1
chr17	64477785	64497036	ENSG00000256525	POLG2
chr17	65137431	65227703	ENSG00000108370	RGS9
chr17	66302636	66810743	ENSG00000154229	PRKCA
chr17	68420948	68457513	ENSG00000070540	WIPI1
chr17	68867292	68955392	ENSG00000141338	ABCA8
chr17	68974488	69061064	ENSG00000154258	ABCA9
chr17	69078702	69141888	ENSG00000154262	ABCA6
chr17	69147214	69244846	ENSG00000154263	ABCA10
chr17	69244311	69327244	ENSG00000154265	ABCA5
chr17	73334384	73644089	ENSG00000069188	SDK2
chr17	74203582	74210655	ENSG00000172809	RPL38
chr17	74424851	74451653	ENSG00000170412	GPRC5C
chr17	74748652	74769353	ENSG00000109062	SLC9A3R1
chr17	74862497	74873031	ENSG00000161513	FDXR
chr17	74916084	74923256	ENSG00000182040	USH1G
chr17	75012670	75021261	ENSG00000167862	ICT1
chr17	75038863	75046985	ENSG00000167863	ATP5H
chr17	75130225	75131795	ENSG00000125458	NT5C
chr17	75261674	75266373	ENSG00000125445	MRPS7
chr17	75272981	75289510	ENSG00000125454	SLC25A19
chr17	75525080	75575208	ENSG00000073350	LLGL2
chr17	75898643	75905413	ENSG00000204316	MRPL38
chr17	75909574	75941140	ENSG00000188878	FBF1
chr17	75910723	75938149	ENSG00000281844	FBF1
chr17	75941507	75979363	ENSG00000161533	ACOX1
chr17	76038775	76072653	ENSG00000167881	SRP68
chr17	76071961	76083666	ENSG00000186919	ZACN
chr17	76081017	76121576	ENSG00000182473	EXOC7
chr17	78378640	78425114	ENSG00000087157	PGS1
chr17	78787381	78841441	ENSG00000055483	USP36
